Id,Degree,Url,Leaning
573,29,rowhouselogic.com,Left
921,29,crankybastard.blogspot.com,Right
1031,29,holecard.blogspot.com,Right
1053,29,inthebullpen.com,Right
124,28,cemonitor.blogspot.com,Left
596,28,shakespearessister.blogspot.com,Left
806,28,antiprotester.blogspot.com,Right
843,28,blithered.blogspot.com,Right
1055,28,iraqthemodel.blogspot.com,Right
1153,28,michellemalkin.com,Right
1202,28,okieonthelam.com,Right
1250,28,professorbainbridge.com,Right
204,27,electablog.com,Left
449,27,netpolitik.blogspot.com,Left
589,27,scrutinyhooligans.blogspot.com,Left
660,27,thecarpetbaggerreport.com,Left
703,27,tristero.blogspot.com,Left
826,27,belmontclub.blogspot.com,Right
993,27,gaypatriot.blogspot.com,Right
1004,27,gmscorner.blogspot.com,Right
1112,27,littlegreenfootballs.com/weblog,Right
1277,27,redstate.org,Right
1478,27,windsofchange.net,Right
89,26,blogs.salon.com/0002874,Left
210,26,emergingdemocraticmajorityweblog.com/donkeyrising,Left
727,26,warandpiece.com,Left
895,26,claycalhoun.com,Right
936,26,danieldrezner.com/blog,Right
1052,26,interested-participant.blogspot.com,Right
1088,26,kellipundit.blogspot.com,Right
1091,26,kimdutoit.com/dr/weblog.php,Right
1117,26,lonewacko.com,Right
1401,26,theglitteringeye.com,Right
16,25,alicublog.blogspot.com,Left
117,25,bushmisunderestimated.blogspot.com,Left
209,25,emergingdemocraticmajority.com,Left
217,25,etherealgirl.blogspot.com,Left
1040,25,horologium.net,Right
1065,25,jeffblanco.blogdrive.com,Right
1113,25,littlegreenfootballs.com/weblog/weblog.php,Right
1166,25,mwilliams.info,Right
1333,25,section-31.blogspot.com,Right
168,24,demleft.blogspot.com,Left
205,24,elemming2.blogspot.com,Left
402,24,mathewgross.com/blog,Left
418,24,michaelphillips.blogspot.com,Left
436,24,myleftbrain.com,Left
465,24,node707.com,Left
480,24,offthekuff.com/mt,Left
539,24,qando.net,Left
602,24,shotofpolitics.blogspot.com,Left
610,24,smithersmpls.com,Left
813,24,athena.blogs.com,Right
967,24,dynamist.com/weblog,Right
1275,24,redmindbluestate.blogspot.com,Right
1334,24,secureliberty.org/,Right
1394,24,thecommonvirtue.com,Right
1402,24,thejessefactor.blogspot.com,Right
1463,24,volokh.com,Right
68,23,beastsbelly.blogspot.com,Left
151,23,crooksandliars.com,Left
332,23,kensain.com,Left
393,23,markadams.blogdrive.com,Left
736,23,whoviating.blogspot.com,Left
743,23,worldonfire.typepad.com/world_on_fire,Left
772,23,alamonation.blogspot.com,Right
998,23,gerberatetra.blogspot.com,Right
1221,23,patriotsforbush.com,Right
1232,23,polipundit.com,Right
1244,23,poweragerambleson.blogspot.com,Right
1339,23,shakingspears.blogspot.com,Right
1412,23,therightblog.blogspot.com,Right
1425,23,thinkingright.us,Right
156,22,dailywarnews.blogspot.com,Left
1081,22,jquinton.com,Right
1227,22,piano-tuning.net/blog,Right
1269,22,rathergate.com,Right
1413,22,therightcoast.blogspot.com,Right
350,21,lefterer.com,Left
481,21,oipp.blogspot.com,Left
579,21,sadlyno.com,Left
642,21,talkleft.com,Left
711,21,uberdude.blogspot.com,Left
1009,21,gopinsight.com,Right
1036,21,home.midsouth.rr.com/joefish,Right
1092,21,king-of-fools.com,Right
1133,21,marknicodemo.blogspot.com,Right
1423,21,thevaticanofliberalism.com,Right
132,20,chiron.typepad.com,Left
249,20,grupo-utopia.com/blog/isou,Left
461,20,nielsenhayden.com/makinglight,Left
490,20,oxblog.blogspot.com,Left
659,20,theblueview.blogspot.com,Left
837,20,billroggio.com/easongate,Right
865,20,brainshavings.com,Right
916,20,conservativerevolution.com,Right
1115,20,livejournal.com/users/bambenek,Right
1407,20,thenudnikfile.blogspot.com,Right
8,19,aboutpolitics.blogspot.com,Left
22,19,alvintostig.typepad.com,Left
289,19,interestingtimes.typepad.com,Left
567,19,robot-invasion.com,Left
815,19,ayerdis.com/rants.php,Right
857,19,blogspirator.blogspot.com,Right
860,19,bluegoldfish.blogs.com/surface,Right
1096,19,ladymac.com,Right
1345,19,sistertoldjah.com,Right
1392,19,theamericanmind.com,Right
70,18,bettyblog.com,Left
113,18,btcnews.com/btcnews,Left
160,18,dawnofnewamerica.blogspot.com,Left
162,18,deathpenaltyusa.blogspot.com,Left
253,18,hellafaded.blogspot.com,Left
645,18,teenageenthusiast.blogspot.com,Left
838,18,bitheads.blogspot.com,Right
947,18,devildawg.blogspot.com,Right
950,18,diggersrealm.com/mt,Right
1007,18,gopandthecity.blogspot.com,Right
1010,18,gotdesign.blogspot.com,Right
1015,18,gullyborg.typepad.com,Right
1154,18,midwestrightwingers.blogspot.com,Right
1164,18,mudvillegazette.com,Right
1431,18,tokenyoungconservative.blogspot.com,Right
1432,18,tom-hanna.org,Right
1435,18,townhall.com/clog,Right
1449,18,unfetteredmusings.blogspot.com,Right
165,17,dedspace.blogspot.com,Left
282,17,ignatz.blogspot.com,Left
390,17,marcbrazeau.blogspot.com,Left
441,17,nathannewman.org/log,Left
741,17,wonkette.com,Left
823,17,beefalwayswins.blogspot.com,Right
839,17,bittersweetme.net/blog/index.php,Right
937,17,danzfamily.com,Right
940,17,deadcantrant.com/blog,Right
974,17,elevendayempire.com/movabletype,Right
1168,17,myaisling.blogspot.com,Right
1211,17,pajamahadin.com,Right
1226,17,philomathean.blogs.com,Right
1254,17,punditguy.com,Right
1280,17,regimechangeiran.com,Right
1282,17,reporterette.com,Right
1286,17,republog.net,Right
1309,17,rightword.blogspot.com,Right
1326,17,sarcasticsoutherner.blogspot.com,Right
1346,17,sixmeatbuffet.com,Right
1369,17,stillmanvalley.org/aoo,Right
1375,17,streetlog.typepad.com,Right
1437,17,truthlaidbear.com,Right
1473,17,wholewheatblogger.com,Right
85,16,blogforamerica.com,Left
406,16,mayflowerhill.blogspot.com,Left
444,16,nearouterheaven.blogspot.com,Left
694,16,tomcoburnisabigfatjerk.blogspot.com,Left
702,16,travalex.blogspot.com,Left
878,16,captainsquartersblog.com/mt,Right
1020,16,headland.blogspot.com,Right
1024,16,hectorvex.blogspot.com,Right
1028,16,hillcountryviews.blogspot.com,Right
1130,16,mariestwocents.blogspot.com,Right
1218,16,patriot-paradox.com,Right
1239,16,politicaltracker.com/blog/weblog.php,Right
1257,16,quante.blogspot.com,Right
1420,16,thetemplarpundit.blogspot.com,Right
1421,16,theunderscore.blogspot.com,Right
1438,16,truthliesandcommonsense.blogspot.com,Right
1441,16,tsrightdominion.blogspot.com,Right
1445,16,txfx.net,Right
1475,16,williamwebbdotorg.blogspot.com,Right
1,15,100monkeystyping.com,Left
13,15,agonist.org,Left
268,15,home.houston.rr.com/skeptical,Left
316,15,john.hoke.org,Left
409,15,meateatingleftist.com,Left
575,15,rudepundit.blogspot.com,Left
652,15,theagitator.blogspot.com,Left
829,15,bernardmoon.blogspot.com,Right
942,15,deansjournal.blogspot.com,Right
1106,15,leftcoastconservative.blogspot.com,Right
1140,15,mattresspolice.com,Right
1238,15,politicaltracker.com,Right
1245,15,powerlineblog.com,Right
1253,15,prosandcons.us,Right
1276,15,rednyc.blogspot.com,Right
1383,15,talkshowamerica.blogspot.com,Right
1456,15,viewfromaheight.blogspot.com,Right
1471,15,wehavesomeplanes.blogspot.com,Right
1487,15,zebrax.blogs.com,Right
10,14,ackackack.com,Left
138,14,cleancutkid.com,Left
211,14,emptyisform.com,Left
361,14,liberalavenger.com,Left
378,14,lorenjavier.blogspot.com,Left
383,14,ludis.blogspot.com,Left
503,14,phillybri.blogspot.com,Left
619,14,stalinism.com/shot-by-both-sides,Left
623,14,stevegilliard.blogspot.com,Left
640,14,takebackthemedia.com,Left
641,14,talkingpointsmemo.com,Left
764,14,acepilots.com/mt,Right
814,14,awideawake.blogspot.com,Right
918,14,conservativezone.blogspot.com,Right
930,14,daddypundit.blogspot.com,Right
982,14,evilpundit.com,Right
1003,14,gindy.blogspot.com,Right
1109,14,libertarianjackass.blogspot.com,Right
1126,14,madtechspeaks.blogspot.com,Right
1252,14,propagandamachine.blogspot.com,Right
1274,14,reckersau.blogspot.com,Right
1387,14,templeofjennifer.com/blog,Right
1406,14,theneo-progressive.blogspot.com,Right
1444,14,twentyfirstcenturyrepublican.blogspot.com,Right
1446,14,unconventionalwisdom.typepad.com,Right
20,13,alternateworlds.blogspot.com,Left
27,13,americanpolitics.com,Left
283,13,ihatepatrobertson.com,Left
498,13,peacegarden.blogspot.com,Left
587,13,scottcsmith.net,Left
634,13,suburbanguerrilla.blogspot.com,Left
747,13,wtpm.blogspot.com,Left
756,13,yglesias.typepad.com/matthew,Left
801,13,angrygwn.blogspot.com,Right
809,13,armchairgeneralist.typepad.com,Right
885,13,celluloid-wisdom.com/pw,Right
904,13,conservativecat.com,Right
938,13,dartblog.com,Right
1038,13,homicidalmaniak.com,Right
1082,13,jrogg.blogspot.com,Right
1141,13,maybeithinktoomuch.com,Right
1212,13,pajamajournalist.blogspot.com,Right
1287,13,respublica2004.blogspot.com,Right
1372,13,stmonk.blogspot.com,Right
1382,13,talesofawanderingmind.blogspot.com,Right
1389,13,texasbug.blogspot.com,Right
1419,13,thetarpit.blogspot.com,Right
1426,13,thisliberal.com,Right
73,12,billsrants.blogspot.com,Left
190,12,dogfight04.typepad.com,Left
281,12,iflipflop.com,Left
438,12,mysterypollster.com/main,Left
475,12,obamablog.com,Left
562,12,risinghegemon.blogspot.com,Left
563,12,rittenhouse.blogspot.com,Left
583,12,sccdp.org/blog.php,Left
661,12,thecore4.com,Left
725,12,waitingfordorothy.blogspot.com,Left
767,12,activistchat.com/blogiran,Right
873,12,c-pol.blogspot.com,Right
968,12,economicswithaface.com/weblog,Right
1062,12,jacklewis.net,Right
1128,12,manifestcontent.net,Right
1144,12,mdcbowen.org/cobb,Right
1146,12,mementomoron.blogspot.com,Right
1210,12,pajamaeditors.blogspot.com,Right
1220,12,patriotism101.blogspot.com,Right
1290,12,rfburnhertz.net/rf_blog,Right
1295,12,rightmoment.blogspot.com,Right
1359,12,soundingthetrumpet.blogspot.com,Right
1396,12,thecrankfiles.blogspot.com,Right
87,11,blogfreeordie.blogspot.com,Left
243,11,grassrootsmom.blogspot.com,Left
298,11,jadbury.com,Left
299,11,jadbury.com/blog,Left
313,11,jinkythecat.blogspot.com,Left
351,11,lefti.blogspot.com,Left
396,11,markschmitt.typepad.com/decembrist,Left
451,11,newappeal.blogspot.com,Left
590,11,seeingtheforest.com,Left
600,11,shininglight.us,Left
617,11,spectatorsport.blogspot.com,Left
650,11,the-hamster.com,Left
714,11,upper-left.blogspot.com,Left
735,11,whopundit.blogspot.com,Left
768,11,adeimantus.blogspot.com,Right
791,11,americanreport.blogspot.com,Right
796,11,amigo13.blogspot.com,Right
836,11,billrice.org,Right
874,11,californiaconservatives4truth.blogspot.com,Right
882,11,ccs178.com,Right
946,11,deserttusk.blogspot.com,Right
977,11,erickohn.com,Right
1045,11,imao.us,Right
1049,11,indepundit.com,Right
1216,11,patrickmcclarty.blogspot.com,Right
1278,11,redstatealliance.blogspot.com,Right
1318,11,romeocat.typepad.com,Right
1348,11,slantpoint.com,Right
1422,11,theurbangrind.blogspot.com,Right
1436,11,truebluegal.blogspot.com,Right
1451,11,usdlaw.blogspot.com,Right
1477,11,windingroad.typepad.com,Right
28,10,americansforbayh.blogspot.com,Left
42,10,answerguy.blogspot.com,Left
121,10,carpetblogger.com,Left
273,10,hotflashreport.com,Left
315,10,joebrent.blogspot.com,Left
344,10,lastdaysoftherepublic.fatoprofugus.net,Left
432,10,mstabile.blogspot.com,Left
483,10,oliverwillis.com,Left
591,10,seetheforest.blogspot.com,Left
626,10,stillfighting.blogspot.com,Left
822,10,beautifulatrocities.com,Right
897,10,clubforgrowth.org/blog,Right
901,10,confederateyankee.blogspot.com,Right
959,10,dmobley.blogspot.com,Right
988,10,fraterslibertas.com,Right
1013,10,greatestjeneration.com,Right
1076,10,jokerstotheright.blogspot.com,Right
1083,10,juntoboys.blogspot.com,Right
1085,10,kalblog.com,Right
1266,10,randomjottings.net,Right
1476,10,winceandnod.blogspot.com,Right
36,9,angrydesi.typepad.com,Left
79,9,blog.kenlan.net,Left
157,9,damntheman.net,Left
179,9,dewar.journalspace.com,Left
295,9,ivotedforgeorge.com,Left
303,9,janm.blogspot.com,Left
307,9,jdeeth.blogspot.com,Left
323,9,juancole.com,Left
374,9,livejournal.com/users/jmhm,Left
427,9,montages.blogspot.com,Left
453,9,newdonkey.com,Left
577,9,ruminatethis.com,Left
681,9,theyetimn.blogspot.com,Left
691,9,tobyemden.blogspot.com,Left
847,9,blog.ncsweb.us,Right
879,9,catscape.com,Right
893,9,christian-patriot.blogspot.com,Right
973,9,electricvenom.com,Right
1194,9,noguru.tblog.com,Right
1207,9,oppb.com,Right
1258,9,quibbles-n-bits.com,Right
1264,9,radioequalizer.blogspot.com,Right
1308,9,rightwingtroll.blogspot.com,Right
1310,9,riteturnonly.blogspot.com,Right
1335,9,sedenteanimo.com,Right
1357,9,sondrak.com,Right
1371,9,stix1972.blogspot.com,Right
1403,9,thelastword.blogdrive.com,Right
1409,9,thepaytons.org/essays/considerettes,Right
1457,9,viewfromtonka.blogspot.com,Right
1460,9,virginiapolitics.blogspot.com,Right
9,8,achingandspinning.blogspot.com,Left
207,8,elissa.typepad.com,Left
220,8,farleft.blogspot.com,Left
293,8,itlookslikethis.blogeasy.com,Left
297,8,j-bradford-delong.net/movable_type,Left
335,8,kicktheleftist.blogspot.com,Left
357,8,lennonreport.blogspot.com,Left
416,8,michael124.blogspot.com,Left
422,8,mirocat.com,Left
511,8,politicalmonitor.us/blog,Left
532,8,progressivesociety.com/blog,Left
605,8,simplyappalling.blogspot.com,Left
648,8,thatgoodnight.com,Left
685,8,thirdredeye.blogspot.com,Left
782,8,althouse.blogspot.com,Right
803,8,annika.mu.nu,Right
805,8,antijohnkerry.blogspot.com,Right
817,8,baldilocks.typepad.com,Right
828,8,bensworld.patriotforum.org,Right
861,8,bluestates.blogspot.com,Right
864,8,borgardblog.blogspot.com,Right
881,8,cbcbcbcb.blogspot.com,Right
941,8,deanesmay.com,Right
992,8,fritzs-thoughts.blogspot.com,Right
1026,8,hiddennook.blogspot.com,Right
1057,8,isdl.blogspot.com,Right
1072,8,joepublicus.blogspot.com,Right
1199,8,officesmileman.com,Right
1229,8,poeticvalues.blogspot.com,Right
1237,8,politicalpie.modblog.com,Right
1288,8,retiredwarrant.blogdrive.com,Right
1373,8,stolenthunder.blogspot.com,Right
1404,8,theliberalslies.blogspot.com,Right
1472,8,whatsakyer.blogspot.com,Right
1489,8,zeke01.typepad.com,Right
84,7,bloganonymous.com,Left
149,7,criticalviewer.com,Left
300,7,jadedreality.blogspot.com,Left
305,7,jbcougar.blogspot.com,Left
345,7,lawdork.blogspot.com,Left
391,7,margaretcho.com/blog/blog.htm,Left
405,7,maxspeak.org/mt,Left
428,7,moxiegrrrl.com,Left
499,7,penheaded.blogspot.com,Left
525,7,prestoncaldwellblog.blogspot.com,Left
637,7,swingstateproject.com,Left
712,7,uggabugga.blogspot.com,Left
731,7,waveflux.net,Left
763,7,aceoftrumpblog.blogspot.com,Right
786,7,americandigest.org,Right
808,7,arkanssouri.blogspot.com,Right
811,7,asmodeus-space.com/weblog/blog/index.php,Right
830,7,betsyspage.blogspot.com,Right
899,7,coffee.ondragonswing.com,Right
944,7,denbeste.nu,Right
961,7,donaldsensing.com,Right
965,7,drunkensamurai.blogspot.com,Right
975,7,emilythedog.blogspot.com,Right
1044,7,ikilledcheguevara.blogspot.com,Right
1058,7,isdl.weblogs.us,Right
1179,7,nationalreview.com/thecorner,Right
1180,7,nationalreview.com/thecorner/corner.asp,Right
1249,7,presidentreagan.info/discussion,Right
1271,7,realordeal.blogspot.com,Right
1366,7,squiggler.braveblog.com,Right
1395,7,theconservativezone.com,Right
35,6,angrybear.blogspot.com,Left
41,6,anonymoussources.blogspot.com,Left
80,6,blog.mintruth.com,Left
103,6,boston.com/news/blogs/dnc,Left
123,6,cbaker.org/blog,Left
125,6,centerpiece.blogspot.com,Left
136,6,clarified.blogspot.com,Left
142,6,conservativessuck.blogspot.com,Left
147,6,crankylittleblog.blogspot.com,Left
178,6,denisdekat.com,Left
188,6,diypolitics.blogdrive.com,Left
227,6,frederickclarkson.com,Left
277,6,ibrutus.com,Left
290,6,ironmouth.com,Left
341,6,kydem.blogspot.com,Left
368,6,lightupthedarkness.org/blog/default.asp,Left
381,6,lowrentrat.blogdrive.com,Left
385,6,ludovicspeaks.typepad.com/real_deal,Left
415,6,metropol47.blogspot.com,Left
448,6,nerofiddled.blogspot.com,Left
504,6,philoponia.blogspot.com,Left
538,6,purplestates.blogspot.com,Left
555,6,restoreamerica.blogspot.com,Left
635,6,swamiuptown.com,Left
667,6,thelucideye.blogspot.com,Left
683,6,think2004.com,Left
693,6,tomburka.com,Left
721,6,virginiaprogressive.blogspot.com,Left
739,6,winthewest.blogspot.com,Left
842,6,blindmindseye.com,Right
859,6,blue6golf.blogspot.com,Right
883,6,cdharris.net,Right
933,6,dailyrecycler.com/blog,Right
955,6,disintegrator.blogspot.com,Right
971,6,ejectejecteject.com,Right
989,6,freedomofthought.com,Right
994,6,gccpundit.blogspot.com,Right
1001,6,ghostofaflea.com,Right
1093,6,kitchennetwork.blogspot.com,Right
1149,6,metallicity.com/mb.asp,Right
1167,6,my2cent.blogspot.com,Right
1255,6,punditz.journalspace.com,Right
1298,6,rightrainbow.com,Right
1300,6,rightstate.blogspot.com,Right
1301,6,rightvoices.com,Right
1315,6,rockpaperscissor.blogspot.com,Right
1399,6,thedonovan.com,Right
32,5,anarchyxero.robfindlay.org,Left
95,5,bluegrassroots.blogspot.com,Left
170,5,democraticunderground.com,Left
185,5,dimmykarras.blogspot.com,Left
262,5,home.att.net/~gentle.reader,Left
328,5,karlhenderson.blogspot.com,Left
333,5,kerryforpresident2008.blogspot.com,Left
337,5,kiosan.blogharbor.com,Left
384,5,ludovicspeaks.typepad.com,Left
421,5,minagahet.blogspot.com,Left
440,5,nathancallahan.com,Left
519,5,polstate.com,Left
614,5,soonerthought.com,Left
662,5,thefulcrum.blogspot.com,Left
668,5,thepeach.blogspot.com,Left
715,5,urbandemocracy.blogspot.com,Left
730,5,watchingthewatchers.org,Left
749,5,x-pollen.com/many/blog.html,Left
760,5,a100wwe.blogspot.com,Right
784,5,americanchronicle.blogspot.com,Right
875,5,calirep.blogspot.com,Right
891,5,chiefsblog.blogspot.com,Right
925,5,cubanstories.blogspot.com,Right
932,5,dailypundit.com,Right
952,5,diplomadic.blogspot.com,Right
963,5,drudgereport.com,Right
995,5,gcruse.typepad.com,Right
1008,5,gopbloggers.org,Right
1021,5,healingiraq.blogspot.com,Right
1077,5,joshferguson.blogspot.com,Right
1105,5,valuerightnews.blogspot.com,Right
1123,5,luxeword.com,Right
1127,5,magnificentfreedom.us,Right
1155,5,mikesamerica.blogspot.com,Right
1270,5,realclearpolitics.com,Right
1332,5,sebourn.com/weblog,Right
1344,5,sinfactor.blogspot.com,Right
1390,5,thatliberalmedia.com,Right
1458,5,viewpointjournal.com,Right
43,4,anybodybutbushyall.blogspot.com,Left
58,4,awards5.tripod.com/tarasblog,Left
81,4,blog.veggiedude.com,Left
93,4,blosteam.blogspot.com,Left
98,4,bluestateredstate.blogspot.com,Left
102,4,bopnews.com,Left
114,4,bullmooseblog.com,Left
163,4,debunker.net,Left
250,4,hal9000report.blogdrive.com,Left
274,4,howienfriends.blogspot.com,Left
331,4,kcdems.blogspot.com,Left
349,4,left2right.typepad.com,Left
352,4,leftinthereign.blogspot.com,Left
371,4,liquidlist.com,Left
420,4,midguard.blogspot.com,Left
