Id,Degree,Url,Leaning
980,59,evangelicaloutpost.com,Right
818,58,balloon-juice.com,Right
85,57,blogforamerica.com,Left
1121,57,lt-smash.us,Right
233,56,gadflyer.com,Left
609,56,smirkingchimp.com,Left
835,56,billhobbs.com,Right
961,56,donaldsensing.com,Right
1250,56,professorbainbridge.com,Right
1063,55,janegalt.net,Right
35,54,angrybear.blogspot.com,Left
417,52,michaelberube.com,Left
712,52,uggabugga.blogspot.com,Left
952,52,diplomadic.blogspot.com,Right
1086,52,kausfiles.com,Right
431,51,msnbc.msn.com/id/3449870,Left
764,51,acepilots.com/mt,Right
944,51,denbeste.nu,Right
1172,51,mypetjawa.mu.nu,Right
75,50,blog.dccc.org,Left
89,50,blogs.salon.com/0002874,Left
492,50,pacificviews.org,Left
1081,49,jquinton.com,Right
13,48,agonist.org,Left
480,48,offthekuff.com/mt,Left
1429,48,timblair.net,Right
118,47,busybusybusy.com,Left
579,47,sadlyno.com,Left
1069,47,jihadwatch.org,Right
218,46,fafblog.blogspot.com,Left
775,46,aldaynet.org,Right
817,46,baldilocks.typepad.com,Right
1325,46,samizdata.net/blog,Right
1328,46,sayanythingblog.com,Right
248,45,gregpalast.com,Left
489,45,ospolitics.org,Left
575,45,rudepundit.blogspot.com,Left
1455,45,victorhanson.com,Right
202,44,elayneriggs.blogspot.com,Left
460,44,nielsenhayden.com/electrolite,Left
615,44,southknoxbubba.net/skblog,Left
971,44,ejectejecteject.com,Right
1150,44,mhking.mu.nu,Right
1152,44,michaeltotten.com,Right
574,43,roxanne.typepad.com,Left
854,43,blogsagainsthillary.com,Right
1021,43,healingiraq.blogspot.com,Right
347,42,leanleft.com,Left
468,42,norbizness.com,Left
1067,42,jewishworldreview.com,Right
31,41,amptoons.com/blog,Left
566,41,roadtosurfdom.com,Left
767,41,activistchat.com/blogiran,Right
932,41,dailypundit.com,Right
1231,41,poliblogger.com,Right
115,40,burntorangereport.com,Left
908,40,conservativeeyes.blogspot.com,Right
967,40,dynamist.com/weblog,Right
1095,40,la4israel.org/wordpress,Right
1418,40,thespoonsexperience.com,Right
387,39,madkane.com/notable.html,Left
389,39,mahablog.com,Left
454,39,newleftblogs.blogspot.com,Left
577,39,ruminatethis.com,Left
779,39,allahpundit.com,Right
1430,39,timblair.spleenville.com,Right
276,38,ibe.blogspot.com,Left
519,38,polstate.com,Left
856,38,blogsofwar.com,Right
1337,38,sgtstryker.com,Right
461,37,nielsenhayden.com/makinglight,Left
693,37,tomburka.com,Left
1222,37,patterico.com,Right
676,36,thetalkingdog.com,Left
727,36,warandpiece.com,Left
782,36,althouse.blogspot.com,Right
883,36,cdharris.net,Right
1122,36,lucianne.com,Right
1251,36,prolifeblogs.com,Right
1390,36,thatliberalmedia.com,Right
467,35,nomoremister.blogspot.com,Left
781,35,alphapatriot.com,Right
1037,35,homespunbloggers.blogspot.com,Right
24,34,americablog.org,Left
396,34,markschmitt.typepad.com/decembrist,Left
802,34,anncoulter.org,Right
65,33,bartcop.com,Left
145,33,counterspin.blogspot.com,Left
191,33,dohiyimir.typepad.com,Left
288,33,interestingtimes.blogspot.com,Left
446,33,needlenose.com,Left
465,33,node707.com,Left
572,33,rooksrant.com,Left
675,33,thetalentshow.org,Left
973,33,electricvenom.com,Right
1148,33,messopotamian.blogspot.com,Right
1293,33,right-thinking.com,Right
1360,33,southernappeal.blogspot.com,Right
167,32,demagogue.blogspot.com,Left
187,32,discourse.net,Left
585,32,scoobiedavis.blogspot.com,Left
677,32,thewashingtonnote.com,Left
792,32,americanthinker.com,Right
1217,32,patrickruffini.com,Right
1348,32,slantpoint.com,Right
1399,32,thedonovan.com,Right
561,31,rising-hegemon.blogspot.com,Left
1459,31,vikingpundit.blogspot.com,Right
374,30,livejournal.com/users/jmhm,Left
399,30,maruthecrankpot.blogspot.com,Left
822,30,beautifulatrocities.com,Right
830,30,betsyspage.blogspot.com,Right
837,30,billroggio.com/easongate,Right
972,30,electionprojection.com,Right
16,29,alicublog.blogspot.com,Left
114,29,bullmooseblog.com,Left
640,29,takebackthemedia.com,Left
1134,29,marksteyn.com,Right
1215,29,pardonmyenglish.com,Right
229,28,fromtheroots.org,Left
472,28,notgeniuses.com,Left
988,28,fraterslibertas.com,Right
1053,28,inthebullpen.com,Right
14,27,aintnobaddude.com,Left
39,27,annatopia.com/home.html,Left
159,27,davidsirota.com,Left
371,27,liquidlist.com,Left
786,27,americandigest.org,Right
862,27,bobhayes.net,Right
949,27,dgci.net,Right
966,27,dummocrats.com,Right
1159,27,moorewatch.com,Right
1392,27,theamericanmind.com,Right
40,26,anoldsoul.blogspot.com,Left
156,26,dailywarnews.blogspot.com,Left
391,26,margaretcho.com/blog/blog.htm,Left
402,26,mathewgross.com/blog,Left
956,26,dissectleft.blogspot.com,Right
249,25,grupo-utopia.com/blog/isou,Left
312,25,jimtreacher.com,Left
453,25,newdonkey.com,Left
773,25,alarmingnews.com,Right
1091,25,kimdutoit.com/dr/weblog.php,Right
29,24,amleft.blogspot.com,Left
432,24,mstabile.blogspot.com,Left
477,24,obsidianwings.blogs.com,Left
544,24,raedinthemiddle.blogspot.com,Left
1049,24,indepundit.com,Right
1357,24,sondrak.com,Right
1427,24,thomasgalvin.blogspot.com,Right
78,23,blog.johnkerry.com,Left
278,23,iddybud.blogspot.com,Left
621,23,stephenbates.com/yellowdoggereldemocrat,Left
1185,23,nerepublican.blogspot.com,Right
1346,23,sixmeatbuffet.com,Right
27,22,americanpolitics.com,Left
604,22,simbaud.blogspot.com,Left
1408,22,thepatriette.com,Right
46,21,archpundit.com,Left
637,21,swingstateproject.com,Left
872,21,bushblog.us,Right
981,21,everythingiknowiswrong.com,Right
1013,21,greatestjeneration.com,Right
1092,21,king-of-fools.com,Right
512,20,politicalstrategy.org,Left
588,20,scripting.com,Left
649,20,the-goddess.org,Left
8,19,aboutpolitics.blogspot.com,Left
18,19,allspinzone.blogspot.com,Left
140,19,collegedems.com/blog,Left
714,19,upper-left.blogspot.com,Left
793,19,americanwarmonger.blogspot.com,Right
880,19,cayankee.blogs.com,Right
1411,19,thepoliticalteen.net,Right
1435,19,townhall.com/clog,Right
204,18,electablog.com,Left
824,18,beldar.blogs.com/beldarblog,Right
935,18,dalythoughts.com,Right
950,18,diggersrealm.com/mt,Right
524,17,presidentboxer.blogspot.com,Left
662,17,thefulcrum.blogspot.com,Left
803,17,annika.mu.nu,Right
865,17,brainshavings.com,Right
1381,17,tagorda.com,Right
15,16,ajbenjaminjr.blogspot.com,Left
351,16,lefti.blogspot.com,Left
589,16,scrutinyhooligans.blogspot.com,Left
737,16,whyareweback.blogspot.com,Left
1052,16,interested-participant.blogspot.com,Right
1197,16,nykola.com,Right
1301,16,rightvoices.com,Right
96,15,bluelemur.com,Left
130,15,chepooka.com,Left
224,15,folkbum.blogspot.com,Left
442,15,nationalreview.com/frum/frum-diary.asp,Left
443,15,ndnblog.org,Left
814,15,awideawake.blogspot.com,Right
1177,15,nationalcenter.org/blog.html,Right
1256,15,qoae.net,Right
1374,15,strategicintelligence.blogspot.com,Right
264,14,home.earthlink.net/~fsrhine,Left
377,14,loadedmouth.com,Left
703,14,tristero.blogspot.com,Left
893,14,christian-patriot.blogspot.com,Right
933,14,dailyrecycler.com/blog,Right
1001,14,ghostofaflea.com,Right
1047,14,incite1.blogspot.com,Right
1214,14,papadoc.net/pinkflamingobar.html,Right
1401,14,theglitteringeye.com,Right
1445,14,txfx.net,Right
1489,14,zeke01.typepad.com,Right
186,13,dir.salon.com/topics/joe_conason/index.html,Left
449,13,netpolitik.blogspot.com,Left
843,13,blithered.blogspot.com,Right
993,13,gaypatriot.blogspot.com,Right
1065,13,jeffblanco.blogdrive.com,Right
1269,13,rathergate.com,Right
1,12,100monkeystyping.com,Left
109,12,brilliantatbreakfast.blogspot.com,Left
268,12,home.houston.rr.com/skeptical,Left
484,12,one38.org,Left
517,12,polizeros.com,Left
596,12,shakespearessister.blogspot.com,Left
660,12,thecarpetbaggerreport.com,Left
778,12,all-encompassingly.com,Right
838,12,bitheads.blogspot.com,Right
898,12,cmillertime.blogspot.com,Right
1071,12,joatmoaf.typepad.com/i_love_jet_noise,Right
1123,12,luxeword.com,Right
1246,12,powerpundit.com,Right
1296,12,rightonred.net,Right
1352,12,slublog.blogspot.com,Right
1356,12,sneakeasysjoint.com,Right
259,11,higherpieproductions.com,Left
326,11,juliusblog.blogspot.com,Left
879,11,catscape.com,Right
901,11,confederateyankee.blogspot.com,Right
913,11,conservativepunk.com,Right
930,11,daddypundit.blogspot.com,Right
1007,11,gopandthecity.blogspot.com,Right
1135,11,martinipundit.com,Right
1166,11,mwilliams.info,Right
1218,11,patriot-paradox.com,Right
1298,11,rightrainbow.com,Right
1351,11,slowplay.com,Right
1384,11,techievampire.net/wppol,Right
1482,11,writingcompany.blogs.com/this_isnt_writing_its_typ,Right
21,10,althippo.blogspot.com,Left
241,10,goose3five.blogspot.com,Left
245,10,greaterdemocracy.org,Left
361,10,liberalavenger.com,Left
393,10,markadams.blogdrive.com,Left
508,10,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,Left
603,10,shrillblog.blogspot.com,Left
851,10,blogicus.com,Right
907,10,conservativedialysis.com,Right
922,10,crankyneocon.com/crankyneocon,Right
995,10,gcruse.typepad.com,Right
1105,10,valuerightnews.blogspot.com,Right
1108,10,legendgames.net/myblog.asp,Right
1126,10,madtechspeaks.blogspot.com,Right
1139,10,matthewstinson.com/blog,Right
1201,10,ogresview.blogspot.com,Right
1220,10,patriotism101.blogspot.com,Right
1475,10,williamwebbdotorg.blogspot.com,Right
127,9,changeforamerica.com/blog,Left
162,9,deathpenaltyusa.blogspot.com,Left
168,9,demleft.blogspot.com,Left
205,9,elemming2.blogspot.com,Left
335,9,kicktheleftist.blogspot.com,Left
349,9,left2right.typepad.com,Left
436,9,myleftbrain.com,Left
500,9,pennywit.com/drupal,Left
560,9,righthandthief.blogspot.com,Left
736,9,whoviating.blogspot.com,Left
777,9,alittlemoretotheright.com,Right
839,9,bittersweetme.net/blog/index.php,Right
869,9,brutallyhonest.org,Right
881,9,cbcbcbcb.blogspot.com,Right
895,9,claycalhoun.com,Right
897,9,clubforgrowth.org/blog,Right
904,9,conservativecat.com,Right
953,9,discerningtexan.blogspot.com,Right
964,9,drumwaster.com,Right
989,9,freedomofthought.com,Right
1028,9,hillcountryviews.blogspot.com,Right
1036,9,home.midsouth.rr.com/joefish,Right
1144,9,mdcbowen.org/cobb,Right
1163,9,mudandphud.blogspot.com,Right
1221,9,patriotsforbush.com,Right
1244,9,poweragerambleson.blogspot.com,Right
1268,9,ratherbiased.com/news,Right
1287,9,respublica2004.blogspot.com,Right
1334,9,secureliberty.org/,Right
1413,9,therightcoast.blogspot.com,Right
1422,9,theurbangrind.blogspot.com,Right
90,8,blogs.salon.com/0003364,Left
181,8,digestiblenews.blogspot.com,Left
192,8,dolphinsdock.com/blog,Left
209,8,emergingdemocraticmajority.com,Left
256,8,hereswhatsleft.typepad.com,Left
367,8,lightupthedarkness.org,Left
498,8,peacegarden.blogspot.com,Left
900,8,commonsenserunswild.typepad.com,Right
927,8,cynicalnation.com,Right
934,8,daisycutter.blogspot.com,Right
946,8,deserttusk.blogspot.com,Right
991,8,fringeblog.com,Right
1114,8,littletinylies.com,Right
1158,8,mobile.blogcastlive.com,Right
1192,8,nickiegoomba.blogspot.com,Right
1210,8,pajamaeditors.blogspot.com,Right
1320,8,rosenblog.com,Right
1321,8,roseoftheknights.com/yank/pride.html,Right
1339,8,shakingspears.blogspot.com,Right
1369,8,stillmanvalley.org/aoo,Right
1380,8,swiftreport.blogs.com,Right
1389,8,texasbug.blogspot.com,Right
1414,8,therightwingconspiracy.org,Right
1436,8,truebluegal.blogspot.com,Right
1441,8,tsrightdominion.blogspot.com,Right
22,7,alvintostig.typepad.com,Left
227,7,frederickclarkson.com,Left
341,7,kydem.blogspot.com,Left
536,7,pudentilla.blogspot.com,Left
559,7,rhetoricrhythm.blogspot.com,Left
587,7,scottcsmith.net,Left
772,7,alamonation.blogspot.com,Right
787,7,americandinosaur.blogspot.com,Right
805,7,antijohnkerry.blogspot.com,Right
828,7,bensworld.patriotforum.org,Right
899,7,coffee.ondragonswing.com,Right
974,7,elevendayempire.com/movabletype,Right
1009,7,gopinsight.com,Right
1040,7,horologium.net,Right
1070,7,jlynnsmith30.blogspot.com,Right
1195,7,nomayo.mu.nu,Right
1266,7,randomjottings.net,Right
1275,7,redmindbluestate.blogspot.com,Right
1295,7,rightmoment.blogspot.com,Right
1409,7,thepaytons.org/essays/considerettes,Right
1420,7,thetemplarpundit.blogspot.com,Right
1423,7,thevaticanofliberalism.com,Right
1438,7,truthliesandcommonsense.blogspot.com,Right
1472,7,whatsakyer.blogspot.com,Right
53,6,atease.blogspot.com,Left
97,6,blueoregon.com,Left
100,6,boffo.typepad.com,Left
136,6,clarified.blogspot.com,Left
220,6,farleft.blogspot.com,Left
282,6,ignatz.blogspot.com,Left
283,6,ihatepatrobertson.com,Left
295,6,ivotedforgeorge.com,Left
316,6,john.hoke.org,Left
332,6,kensain.com,Left
438,6,mysterypollster.com/main,Left
548,6,readingpost.com,Left
550,6,red-harvest.blogspot.com,Left
556,6,retrogrouch.net,Left
568,6,robschumacher.blogspot.com,Left
612,6,snunes.blogspot.com,Left
648,6,thatgoodnight.com,Left
661,6,thecore4.com,Left
671,6,therogueangel.com/blog,Left
688,6,thomasblog.typepad.com/bloggg,Left
699,6,toteota.blogspot.com,Left
730,6,watchingthewatchers.org,Left
763,6,aceoftrumpblog.blogspot.com,Right
768,6,adeimantus.blogspot.com,Right
806,6,antiprotester.blogspot.com,Right
813,6,athena.blogs.com,Right
816,6,babytrollblog.com,Right
829,6,bernardmoon.blogspot.com,Right
842,6,blindmindseye.com,Right
874,6,californiaconservatives4truth.blogspot.com,Right
943,6,decision08.blogspot.com,Right
958,6,dizzy-girl.net/index.php,Right
959,6,dmobley.blogspot.com,Right
982,6,evilpundit.com,Right
1103,6,laughingwolf.net,Right
1104,6,lawguy.blogspot.com,Right
1130,6,mariestwocents.blogspot.com,Right
1133,6,marknicodemo.blogspot.com,Right
1162,6,mtvirtus.blogspot.com,Right
1202,6,okieonthelam.com,Right
1205,6,opiniontimes.blogspot.com,Right
1308,6,rightwingtroll.blogspot.com,Right
1359,6,soundingthetrumpet.blogspot.com,Right
1371,6,stix1972.blogspot.com,Right
1373,6,stolenthunder.blogspot.com,Right
1394,6,thecommonvirtue.com,Right
1417,6,thesakeofargument.com,Right
2,5,12thharmonic.com/wordpress,Left
42,5,answerguy.blogspot.com,Left
82,5,blog01.kintera.com/dnccblog,Left
87,5,blogfreeordie.blogspot.com,Left
88,5,blogitics.com,Left
165,5,dedspace.blogspot.com,Left
275,5,hugozoom.blogspot.com,Left
292,5,islanddave.blogspot.com,Left
337,5,kiosan.blogharbor.com,Left
469,5,noseyonline.com,Left
475,5,obamablog.com,Left
479,5,oddhours.blogspot.com,Left
501,5,permanentred.com,Left
503,5,phillybri.blogspot.com,Left
549,5,realitybasednation.com,Left
551,5,religiousleft.blogspot.com,Left
679,5,theworldaroundyou.com,Left
871,5,bullmooserepublicans.com/blog,Right
909,5,conservativelife.com/blog,Right
938,5,dartblog.com,Right
955,5,disintegrator.blogspot.com,Right
1026,5,hiddennook.blogspot.com,Right
1088,5,kellipundit.blogspot.com,Right
1093,5,kitchennetwork.blogspot.com,Right
1141,5,maybeithinktoomuch.com,Right
1146,5,mementomoron.blogspot.com,Right
1154,5,midwestrightwingers.blogspot.com,Right
1156,5,millers_time.typepad.com,Right
1161,5,motgs.com,Right
1187,5,newcounterculture.com/log,Right
1207,5,oppb.com,Right
1219,5,patriotblog.com,Right
1229,5,poeticvalues.blogspot.com,Right
1240,5,politicalvicesquad.blogspot.com,Right
1254,5,punditguy.com,Right
1255,5,punditz.journalspace.com,Right
1271,5,realordeal.blogspot.com,Right
1274,5,reckersau.blogspot.com,Right
1309,5,rightword.blogspot.com,Right
1318,5,romeocat.typepad.com,Right
1323,5,ryanshead.com,Right
1338,5,shadydowns.blogspot.com,Right
1349,5,slingsnarrows.erudite-absurdity.com,Right
1364,5,spreadingunderstanding.blogspot.com,Right
1372,5,stmonk.blogspot.com,Right
1406,5,theneo-progressive.blogspot.com,Right
45,4,arancaytar.blogspot.com,Left
64,4,barkingdingo.blogspot.com,Left
73,4,billsrants.blogspot.com,Left
101,4,boloboffin.blogspot.com,Left
107,4,bradfriedman.com/bradblog,Left
194,4,donspoliticalblog.blogspot.com,Left
273,4,hotflashreport.com,Left
299,4,jadbury.com/blog,Left
300,4,jadedreality.blogspot.com,Left
310,4,jewssansfrontieres.blogspot.com,Left
318,4,johnnynobody.blogspot.com,Left
333,4,kerryforpresident2008.blogspot.com,Left
401,4,mathewgross.com,Left
452,4,newdemocrat.blogdrive.com,Left
530,4,progressiveink.com,Left
541,4,radgeek.com,Left
600,4,shininglight.us,Left
602,4,shotofpolitics.blogspot.com,Left
620,4,stcfoundation.blogspot.com,Left
645,4,teenageenthusiast.blogspot.com,Left
731,4,waveflux.net,Left
743,4,worldonfire.typepad.com/world_on_fire,Left
765,4,acertainslantoflight.blogspot.com,Right
766,4,achicknamedmarzi.com,Right
788,4,americanfuture.typepad.com,Right
801,4,angrygwn.blogspot.com,Right
823,4,beefalwayswins.blogspot.com,Right
831,4,bidinotto.journalspace.com,Right
860,4,bluegoldfish.blogs.com/surface,Right
937,4,danzfamily.com,Right
1010,4,gotdesign.blogspot.com,Right
1054,4,iowageek.blogspot.com,Right
1062,4,jacklewis.net,Right
1080,4,jperspective.com,Right
1085,4,kalblog.com,Right
1124,4,madanthony.org,Right
1211,4,pajamahadin.com,Right
1227,4,piano-tuning.net/blog,Right
1236,4,politicalmusings.net,Right
1264,4,radioequalizer.blogspot.com,Right
1310,4,riteturnonly.blogspot.com,Right
1329,4,scha-den-freu-de.blogspot.com,Right
1395,4,theconservativezone.com,Right
1402,4,thejessefactor.blogspot.com,Right
1421,4,theunderscore.blogspot.com,Right
1426,4,thisliberal.com,Right
1432,4,tom-hanna.org,Right
1444,4,twentyfirstcenturyrepublican.blogspot.com,Right
1447,4,undercaffeinated.com,Right
1458,4,viewpointjournal.com,Right
1460,4,virginiapolitics.blogspot.com,Right
1476,4,winceandnod.blogspot.com,Right
1487,4,zebrax.blogs.com,Right
79,3,blog.kenlan.net,Left
86,3,blogforarizona.com,Left
160,3,dawnofnewamerica.blogspot.com,Left
185,3,dimmykarras.blogspot.com,Left
200,3,dystopia.blog-city.com,Left
238,3,gisleson.com/blog,Left
243,3,grassrootsmom.blogspot.com,Left
311,3,jimgilliam.com,Left
313,3,jinkythecat.blogspot.com,Left
317,3,johnmccrory.com,Left
329,3,karmicsoup.blogspot.com,Left
350,3,lefterer.com,Left
379,3,loud-liberal.blogspot.com,Left
410,3,mediajunkie.com/edgewise,Left
422,3,mirocat.com,Left
427,3,montages.blogspot.com,Left
429,3,mrleft.org,Left
471,3,notbush.com,Left
488,3,orient-lodge.com,Left
515,3,politics.feedster.com,Left
567,3,robot-invasion.com,Left
573,3,rowhouselogic.com,Left
597,3,shamelessantagonist.blogspot.com,Left
610,3,smithersmpls.com,Left
618,3,stagefour.typepad.com/commonprejudice,Left
622,3,stevecopy.blogharbor.com,Left
653,3,theangryliberal.blogspot.com,Left
713,3,unodemocrats.com/blog,Left
735,3,whopundit.blogspot.com,Left
819,3,bamapachyderm.blogspot.com,Right
841,3,blackmanforbush.blogspot.com,Right
849,3,blog.willrobinson47.com,Right
858,3,blubberhollow.com/blog,Right
889,3,chainik_hocker.blogspot.com,Right
903,3,conservativeblogger.com,Right
954,3,discountblogger.com,Right
962,3,downtownlad.blogspot.com,Right
965,3,drunkensamurai.blogspot.com,Right
968,3,economicswithaface.com/weblog,Right
1024,3,hectorvex.blogspot.com,Right
1031,3,holecard.blogspot.com,Right
1034,3,home.earthlink.net/~techservant,Right
1068,3,jg-spot.blogspot.com,Right
1100,3,lashawnbarber.blogspot.com,Right
1125,3,made4theinternet.blogspot.com,Right
1128,3,manifestcontent.net,Right
1167,3,my2cent.blogspot.com,Right
1170,3,mydamascusroad.blogspot.com,Right
1184,3,neonbrainiac.nu/mt/blog,Right
1196,3,nonboxthinking.blogspot.com,Right
1199,3,officesmileman.com,Right
1200,3,ofthemind.blogspot.com,Right
1224,3,pennsylvanianinexile.blogspot.com,Right
1238,3,politicaltracker.com,Right
1258,3,quibbles-n-bits.com,Right
1260,3,quimundus.squarespace.com,Right
1278,3,redstatealliance.blogspot.com,Right
1290,3,rfburnhertz.net/rf_blog,Right
1344,3,sinfactor.blogspot.com,Right
1350,3,slipofthepen.blogspot.com,Right
1362,3,southernwatch.blogspot.com,Right
1387,3,templeofjennifer.com/blog,Right
1425,3,thinkingright.us,Right
1454,3,variousorthodoxies.com,Right
1456,3,viewfromaheight.blogspot.com,Right
1457,3,viewfromtonka.blogspot.com,Right
1471,3,wehavesomeplanes.blogspot.com,Right
1477,3,windingroad.typepad.com,Right
28,2,americansforbayh.blogspot.com,Left
33,2,andifeelfine.blogspot.com,Left
34,2,andymatic.com,Left
36,2,angrydesi.typepad.com,Left
37,2,angryfinger.org,Left
38,2,angryhomo.blogspot.com,Left
41,2,anonymoussources.blogspot.com,Left
47,2,arkansastonight.com,Left
62,2,bakshi.us/redskunk,Left
67,2,battlegroundstates.blogspot.com,Left
81,2,blog.veggiedude.com,Left
95,2,bluegrassroots.blogspot.com,Left
105,2,boycottsbg.com,Left
123,2,cbaker.org/blog,Left
133,2,churchofcriticalthinking.com,Left
137,2,claudialong.com/blog,Left
141,2,conniptions.net,Left
142,2,conservativessuck.blogspot.com,Left
143,2,contrapositive.blogspot.com,Left
157,2,damntheman.net,Left
179,2,dewar.journalspace.com,Left
213,2,enemykombatant.blogspot.com,Left
237,2,georgewbuy.blogspot.com,Left
246,2,greendogdemocrat.blogspot.com,Left
279,2,idiosyncratictendencies.com,Left
289,2,interestingtimes.typepad.com,Left
298,2,jadbury.com,Left
314,2,jmbzine.com,Left
331,2,kcdems.blogspot.com,Left
345,2,lawdork.blogspot.com,Left
358,2,leonards-digest.blogspot.com,Left
360,2,liberalangst.org,Left
404,2,maultasch.us,Left
409,2,meateatingleftist.com,Left
415,2,metropol47.blogspot.com,Left
418,2,michaelphillips.blogspot.com,Left
420,2,midguard.blogspot.com,Left
424,2,misschin.bloggage.com,Left
426,2,mixtersmix.blogspot.com,Left
439,2,nastyboys.blogspot.com,Left
440,2,nathancallahan.com,Left
466,2,nofearoffreedom.blogspot.com,Left
481,2,oipp.blogspot.com,Left
513,2,politicalthought.net,Left
521,2,portapulpit.com,Left
527,2,profgoose.blogspot.com,Left
532,2,progressivesociety.com/blog,Left
553,2,republicoft.typepad.com,Left
562,2,risinghegemon.blogspot.com,Left
578,2,s88172659.onlinehome.us/spockosbrain.html,Left
584,2,schadelmann.com,Left
595,2,sethdmichaels.com,Left
605,2,simplyappalling.blogspot.com,Left
625,2,stevemacek.blogspot.com,Left
631,2,strangedoctrines.typepad.com,Left
659,2,theblueview.blogspot.com,Left
681,2,theyetimn.blogspot.com,Left
686,2,thislousytshirt.net,Left
694,2,tomcoburnisabigfatjerk.blogspot.com,Left
702,2,travalex.blogspot.com,Left
718,2,usliberals.about.com,Left
725,2,waitingfordorothy.blogspot.com,Left
744,2,wpblog.ohpinion.com,Left
745,2,wsrblood.typepad.com/wiserblog,Left
784,2,americanchronicle.blogspot.com,Right
791,2,americanreport.blogspot.com,Right
796,2,amigo13.blogspot.com,Right
807,2,apologiesdemanded.blogspot.com,Right
815,2,ayerdis.com/rants.php,Right
820,2,batr.net,Right
821,2,batr.org/commentary.html,Right
825,2,bellusbellum.info,Right
833,2,bigfatroid.blogspot.com,Right
847,2,blog.ncsweb.us,Right
873,2,c-pol.blogspot.com,Right
882,2,ccs178.com,Right
888,2,chadster.capitalfocus.org,Right
894,2,civilcommotion.com,Right
914,2,conservativepush.blogspot.com,Right
916,2,conservativerevolution.com,Right
929,2,d-42.com,Right
945,2,depressedlonelybored.typepad.com,Right
978,2,erikack.blogspot.com,Right
983,2,fearfulsymmetry.blogspot.com,Right
1003,2,gindy.blogspot.com,Right
1005,2,godubya.com,Right
1015,2,gullyborg.typepad.com,Right
1019,2,hathaby.net/weblog.php,Right
1029,2,hipublican.com,Right
1038,2,homicidalmaniak.com,Right
1042,2,iamaugustus.blogspot.com,Right
1044,2,ikilledcheguevara.blogspot.com,Right
1061,2,itznewstome.blogspot.com,Right
1064,2,jchristopherfeng.com,Right
