SourceURL,SourceLeaning,TargetURL,TargetLeaning
gaypatriot.blogspot.com,Right,instapundit.com,Right
gaypatriot.blogspot.com,Right,rogerlsimon.com,Right
gaypatriot.blogspot.com,Right,vodkapundit.com,Right
gaypatriot.blogspot.com,Right,stolenthunder.blogspot.com,Right
gaypatriot.blogspot.com,Right,vikingpundit.blogspot.com,Right
gaypatriot.blogspot.com,Right,ibe.blogspot.com,Left
gaypatriot.blogspot.com,Right,deanesmay.com,Right
gaypatriot.blogspot.com,Right,politicalvicesquad.blogspot.com,Right
gaypatriot.blogspot.com,Right,rightrainbow.com,Right
gaypatriot.blogspot.com,Right,scrappleface.com,Right
gaypatriot.blogspot.com,Right,conservativeeyes.blogspot.com,Right
gaypatriot.blogspot.com,Right,blogsforbush.com,Right
gaypatriot.blogspot.com,Right,nationalreview.com/thecorner,Right
gaypatriot.blogspot.com,Right,hughhewitt.com,Right
gaypatriot.blogspot.com,Right,littlegreenfootballs.com/weblog,Right
gaypatriot.blogspot.com,Right,michellemalkin.com,Right
gaypatriot.blogspot.com,Right,powerlineblog.com,Right
gaypatriot.blogspot.com,Right,billroggio.com/easongate,Right
gaypatriot.blogspot.com,Right,democraticunderground.com,Left
gaypatriot.blogspot.com,Right,redstate.org,Right
gaypatriot.blogspot.com,Right,andrewsullivan.com,Right
gaypatriot.blogspot.com,Right,patrickruffini.com,Right
gaypatriot.blogspot.com,Right,captainsquartersblog.com/mt,Right
gaypatriot.blogspot.com,Right,wizbangblog.com,Right
gaypatriot.blogspot.com,Right,drudgereport.com,Right
gaypatriot.blogspot.com,Right,brainshavings.com,Right
aintnobaddude.com,Left,newleftblogs.blogspot.com,Left
aintnobaddude.com,Left,rogerailes.blogspot.com,Left
aintnobaddude.com,Left,atrios.blogspot.com,Left
aintnobaddude.com,Left,balloon-juice.com,Right
aintnobaddude.com,Left,bodyandsoul.typepad.com,Left
aintnobaddude.com,Left,busybusybusy.com,Left
aintnobaddude.com,Left,corrente.blogspot.com,Left
aintnobaddude.com,Left,crookedtimber.org,Left
aintnobaddude.com,Left,sgtstryker.com,Right
aintnobaddude.com,Left,dailykos.com,Left
aintnobaddude.com,Left,the-hamster.com,Left
aintnobaddude.com,Left,digbysblog.blogspot.com,Left
aintnobaddude.com,Left,juancole.com,Left
aintnobaddude.com,Left,instapundit.com,Right
aintnobaddude.com,Left,buzzmachine.com,Left
aintnobaddude.com,Left,kausfiles.com,Right
aintnobaddude.com,Left,leanleft.com,Left
aintnobaddude.com,Left,maxspeak.org/mt,Left
aintnobaddude.com,Left,offthekuff.com/mt,Left
aintnobaddude.com,Left,pandagon.net,Left
aintnobaddude.com,Left,pacificviews.org,Left
aintnobaddude.com,Left,washingtonmonthly.com,Left
aintnobaddude.com,Left,celluloid-wisdom.com/pw,Right
aintnobaddude.com,Left,dailypundit.com,Right
aintnobaddude.com,Left,rittenhouse.blogspot.com,Left
aintnobaddude.com,Left,ruminatethis.com,Left
aintnobaddude.com,Left,samizdata.net/blog,Right
aintnobaddude.com,Left,suburbanguerrilla.blogspot.com,Left
aintnobaddude.com,Left,thetalkingdog.com,Left
aintnobaddude.com,Left,talkleft.com,Left
aintnobaddude.com,Left,talkingpointsmemo.com,Left
aintnobaddude.com,Left,prospect.org/weblog,Left
aintnobaddude.com,Left,tbogg.blogspot.com,Left
aintnobaddude.com,Left,jimtreacher.com,Left
aintnobaddude.com,Left,michaeltotten.com,Right
aintnobaddude.com,Left,vodkapundit.com,Right
aintnobaddude.com,Left,wampum.wabanaki.net,Left
aintnobaddude.com,Left,billmon.org,Left
aintnobaddude.com,Left,jameswolcott.com,Left
aintnobaddude.com,Left,yglesias.typepad.com/matthew,Left
aintnobaddude.com,Left,reachm.com/amstreet,Left
aintnobaddude.com,Left,dailyhowler.com,Left
aintnobaddude.com,Left,j-bradford-delong.net/movable_type,Left
aintnobaddude.com,Left,discourse.net,Left
aintnobaddude.com,Left,nielsenhayden.com/electrolite,Left
aintnobaddude.com,Left,patriotboy.blogspot.com,Left
aintnobaddude.com,Left,madkane.com/notable.html,Left
aintnobaddude.com,Left,markarkleiman.com,Left
aintnobaddude.com,Left,mydd.com,Left
aintnobaddude.com,Left,nathannewman.org/log,Left
aintnobaddude.com,Left,dneiwert.blogspot.com,Left
aintnobaddude.com,Left,thepoorman.net,Left
aintnobaddude.com,Left,seetheforest.blogspot.com,Left
aintnobaddude.com,Left,rogerlsimon.com,Right
aintnobaddude.com,Left,truthlaidbear.com,Right
aintnobaddude.com,Left,oliverwillis.com,Left
aintnobaddude.com,Left,windsofchange.net,Right
aintnobaddude.com,Left,wizbangblog.com,Right
aintnobaddude.com,Left,nationalreview.com/thecorner,Right
aintnobaddude.com,Left,thismodernworld.com,Left
aintnobaddude.com,Left,hughhewitt.com,Right
aintnobaddude.com,Left,andrewsullivan.com,Right
politicaltracker.com,Right,professorbainbridge.com,Right
politicaltracker.com,Right,chrenkoff.blogspot.com,Right
politicaltracker.com,Right,ibe.blogspot.com,Left
politicaltracker.com,Right,freerepublic.com,Right
politicaltracker.com,Right,instapundit.com,Right
politicaltracker.com,Right,iraqthemodel.blogspot.com,Right
politicaltracker.com,Right,michellemalkin.com,Right
politicaltracker.com,Right,nerepublican.blogspot.com,Right
politicaltracker.com,Right,polipundit.com,Right
politicaltracker.com,Right,powerlineblog.com,Right
politicaltracker.com,Right,christian-patriot.blogspot.com,Right
politicaltracker.com,Right,truthlaidbear.com,Right
politicaltracker.com,Right,vodkapundit.com,Right
politicaltracker.com,Right,drudgereport.com,Right
politicaltracker.com,Right,realclearpolitics.com,Right
chiefsblog.blogspot.com,Right,dailykos.com,Left
chiefsblog.blogspot.com,Right,blogsforbush.com,Right
chiefsblog.blogspot.com,Right,powerlineblog.com,Right
chiefsblog.blogspot.com,Right,belmontclub.blogspot.com,Right
chiefsblog.blogspot.com,Right,etalkinghead.com,Right
achicknamedmarzi.com,Right,moorewatch.com,Right
achicknamedmarzi.com,Right,blogsforbush.com,Right
achicknamedmarzi.com,Right,conservativepunk.com,Right
achicknamedmarzi.com,Right,right-thinking.com,Right
mydd.com,Left,americablog.org,Left
mydd.com,Left,archpundit.com,Left
mydd.com,Left,atrios.blogspot.com,Left
mydd.com,Left,burntorangereport.com,Left
mydd.com,Left,blogforamerica.com,Left
mydd.com,Left,bopnews.com,Left
mydd.com,Left,bullmooseblog.com,Left
mydd.com,Left,offthekuff.com/mt,Left
mydd.com,Left,dailyhowler.com,Left
mydd.com,Left,dailykos.com,Left
mydd.com,Left,davidsirota.com,Left
mydd.com,Left,blog.dccc.org,Left
mydd.com,Left,digbysblog.blogspot.com,Left
mydd.com,Left,democrats.org/blog,Left
mydd.com,Left,emergingdemocraticmajorityweblog.com/donkeyrising,Left
mydd.com,Left,fromtheroots.org,Left
mydd.com,Left,electablog.com,Left
mydd.com,Left,talkingpointsmemo.com,Left
mydd.com,Left,theleftcoaster.com,Left
mydd.com,Left,mathewgross.com/blog,Left
mydd.com,Left,maxspeak.org/mt,Left
mydd.com,Left,liberaloasis.com,Left
mydd.com,Left,node707.com,Left
mydd.com,Left,myleftbrain.com,Left
mydd.com,Left,ndnblog.org,Left
mydd.com,Left,nathannewman.org/log,Left
mydd.com,Left,notgeniuses.com,Left
mydd.com,Left,oliverwillis.com,Left
mydd.com,Left,pacificviews.org,Left
mydd.com,Left,pandagon.net,Left
mydd.com,Left,politicalwire.com,Left
mydd.com,Left,polizeros.com,Left
mydd.com,Left,seetheforest.blogspot.com,Left
mydd.com,Left,xnerg.blogspot.com,Left
mydd.com,Left,stevegilliard.blogspot.com,Left
mydd.com,Left,swingstateproject.com,Left
mydd.com,Left,talkleft.com,Left
mydd.com,Left,thetalkingdog.com,Left
mydd.com,Left,prospect.org/weblog,Left
mydd.com,Left,thismodernworld.com,Left
mydd.com,Left,kydem.blogspot.com,Left
mydd.com,Left,realclearpolitics.com,Right
mydd.com,Left,americablog.blogspot.com,Left
mydd.com,Left,wampum.wabanaki.net,Left
mydd.com,Left,powerlineblog.com,Right
motgs.com,Right,volokh.com,Right
motgs.com,Right,professorbainbridge.com,Right
motgs.com,Right,gevkaffeegal.typepad.com/the_alliance,Right
motgs.com,Right,lucianne.com,Right
motgs.com,Right,asmallvictory.net,Right
motgs.com,Right,allahpundit.com,Right
motgs.com,Right,alphapatriot.com,Right
motgs.com,Right,andrewsullivan.com,Right
motgs.com,Right,belmontclub.blogspot.com,Right
motgs.com,Right,coxandforkum.com,Right
motgs.com,Right,donaldsensing.com,Right
motgs.com,Right,dummocrats.com,Right
motgs.com,Right,nicedoggie.net,Right
motgs.com,Right,healingiraq.blogspot.com,Right
motgs.com,Right,imao.us,Right
motgs.com,Right,instapundit.com,Right
motgs.com,Right,iraqthemodel.blogspot.com,Right
motgs.com,Right,buzzmachine.com,Left
motgs.com,Right,jihadwatch.org,Right
motgs.com,Right,lashawnbarber.com,Right
motgs.com,Right,lt-smash.us,Right
motgs.com,Right,littlegreenfootballs.com/weblog,Right
motgs.com,Right,martinipundit.com,Right
motgs.com,Right,michellemalkin.com,Right
motgs.com,Right,truthlaidbear.com,Right
motgs.com,Right,pejmanesque.com,Right
motgs.com,Right,poliblogger.com,Right
motgs.com,Right,powerlineblog.com,Right
motgs.com,Right,qando.net,Left
motgs.com,Right,redstate.org,Right
motgs.com,Right,rogerlsimon.com,Right
motgs.com,Right,samizdata.net/blog,Right
motgs.com,Right,sgtstryker.com,Right
motgs.com,Right,scrappleface.com,Right
motgs.com,Right,nationalreview.com/thecorner,Right
motgs.com,Right,dailypundit.com,Right
motgs.com,Right,greatestjeneration.com,Right
motgs.com,Right,timblair.net,Right
motgs.com,Right,windsofchange.net,Right
motgs.com,Right,wizbangblog.com,Right
motgs.com,Right,blogsforbush.com,Right
spreadingunderstanding.blogspot.com,Right,drudgereport.com,Right
spreadingunderstanding.blogspot.com,Right,mementomoron.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,evangelicaloutpost.com,Right
spreadingunderstanding.blogspot.com,Right,valuerightnews.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,wizbangblog.com,Right
spreadingunderstanding.blogspot.com,Right,rightwingnews.com,Right
spreadingunderstanding.blogspot.com,Right,ogresview.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,michellemalkin.com,Right
spreadingunderstanding.blogspot.com,Right,gevkaffeegal.typepad.com/the_alliance,Right
spreadingunderstanding.blogspot.com,Right,prolifeblogs.com,Right
spreadingunderstanding.blogspot.com,Right,anncoulter.org,Right
spreadingunderstanding.blogspot.com,Right,hughhewitt.com,Right
spreadingunderstanding.blogspot.com,Right,littlegreenfootballs.com/weblog,Right
spreadingunderstanding.blogspot.com,Right,powerlineblog.com,Right
spreadingunderstanding.blogspot.com,Right,diggersrealm.com/mt,Right
spreadingunderstanding.blogspot.com,Right,opiniontimes.com,Right
spreadingunderstanding.blogspot.com,Right,zeke01.typepad.com,Right
spreadingunderstanding.blogspot.com,Right,deserttusk.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,diplomadic.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,imao.us,Right
spreadingunderstanding.blogspot.com,Right,scrappleface.com,Right
spreadingunderstanding.blogspot.com,Right,lashawnbarber.com,Right
spreadingunderstanding.blogspot.com,Right,daddypundit.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,kitchennetwork.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,blindmindseye.com,Right
spreadingunderstanding.blogspot.com,Right,awideawake.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,thejessefactor.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,squiggler.braveblog.com,Right
spreadingunderstanding.blogspot.com,Right,homespunbloggers.blogspot.com,Right
spreadingunderstanding.blogspot.com,Right,aldaynet.org,Right
spreadingunderstanding.blogspot.com,Right,truthlaidbear.com,Right
hectorvex.blogspot.com,Right,celluloid-wisdom.com/pw,Right
hectorvex.blogspot.com,Right,wizbangblog.com,Right
hectorvex.blogspot.com,Right,sixmeatbuffet.com,Right
hectorvex.blogspot.com,Right,ace.mu.nu,Right
hectorvex.blogspot.com,Right,gopandthecity.blogspot.com,Right
hectorvex.blogspot.com,Right,beautifulatrocities.com,Right
hectorvex.blogspot.com,Right,instapundit.com,Right
hectorvex.blogspot.com,Right,electricvenom.com,Right
hectorvex.blogspot.com,Right,truthlaidbear.com,Right
hectorvex.blogspot.com,Right,deanesmay.com,Right
hectorvex.blogspot.com,Right,crankyneocon.com/crankyneocon,Right
hectorvex.blogspot.com,Right,zeke01.typepad.com,Right
hectorvex.blogspot.com,Right,mypetjawa.mu.nu,Right
hectorvex.blogspot.com,Right,drudgereport.com,Right
hectorvex.blogspot.com,Right,jewishworldreview.com,Right
hectorvex.blogspot.com,Right,gevkaffeegal.typepad.com/the_alliance,Right
acertainslantoflight.blogspot.com,Right,michellemalkin.com,Right
acertainslantoflight.blogspot.com,Right,professorbainbridge.com,Right
acertainslantoflight.blogspot.com,Right,writingcompany.blogs.com/this_isnt_writing_its_typ,Right
acertainslantoflight.blogspot.com,Right,beldar.blogs.com/beldarblog,Right
acertainslantoflight.blogspot.com,Right,instapundit.com,Right
acertainslantoflight.blogspot.com,Right,betsyspage.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,hughhewitt.com,Right
acertainslantoflight.blogspot.com,Right,drudgereport.com,Right
acertainslantoflight.blogspot.com,Right,powerlineblog.com,Right
acertainslantoflight.blogspot.com,Right,prolifeblogs.com,Right
acertainslantoflight.blogspot.com,Right,victorhanson.com,Right
acertainslantoflight.blogspot.com,Right,lucianne.com,Right
acertainslantoflight.blogspot.com,Right,ace.mu.nu,Right
acertainslantoflight.blogspot.com,Right,blogsforbush.com,Right
acertainslantoflight.blogspot.com,Right,captainsquartersblog.com/mt,Right
acertainslantoflight.blogspot.com,Right,lt-smash.us,Right
acertainslantoflight.blogspot.com,Right,freerepublic.com,Right
acertainslantoflight.blogspot.com,Right,gopbloggers.org,Right
acertainslantoflight.blogspot.com,Right,indcjournal.com,Right
acertainslantoflight.blogspot.com,Right,littlegreenfootballs.com/weblog,Right
acertainslantoflight.blogspot.com,Right,realclearpolitics.com,Right
acertainslantoflight.blogspot.com,Right,nationalreview.com/thecorner,Right
acertainslantoflight.blogspot.com,Right,volokh.com,Right
acertainslantoflight.blogspot.com,Right,janegalt.net,Right
acertainslantoflight.blogspot.com,Right,jquinton.com,Right
acertainslantoflight.blogspot.com,Right,belmontclub.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,crookedtimber.org,Left
acertainslantoflight.blogspot.com,Right,mudvillegazette.com,Right
acertainslantoflight.blogspot.com,Right,donaldsensing.com,Right
acertainslantoflight.blogspot.com,Right,outsidethebeltway.com,Right
acertainslantoflight.blogspot.com,Right,patterico.com,Right
acertainslantoflight.blogspot.com,Right,polipundit.com,Right
acertainslantoflight.blogspot.com,Right,right-thinking.com,Right
acertainslantoflight.blogspot.com,Right,theamericanmind.com,Right
acertainslantoflight.blogspot.com,Right,nicedoggie.net,Right
acertainslantoflight.blogspot.com,Right,truthlaidbear.com,Right
acertainslantoflight.blogspot.com,Right,vodkapundit.com,Right
acertainslantoflight.blogspot.com,Right,wizbangblog.com,Right
acertainslantoflight.blogspot.com,Right,fraterslibertas.com,Right
acertainslantoflight.blogspot.com,Right,celluloid-wisdom.com/pw,Right
acertainslantoflight.blogspot.com,Right,scrappleface.com,Right
acertainslantoflight.blogspot.com,Right,wonkette.com,Left
acertainslantoflight.blogspot.com,Right,americanthinker.com,Right
acertainslantoflight.blogspot.com,Right,danieldrezner.com/blog,Right
acertainslantoflight.blogspot.com,Right,oxblog.blogspot.com,Left
acertainslantoflight.blogspot.com,Right,talkingpointsmemo.com,Left
acertainslantoflight.blogspot.com,Right,thetarpit.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,washingtonmonthly.com,Left
acertainslantoflight.blogspot.com,Right,althouse.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,americanreport.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,buzzmachine.com,Left
acertainslantoflight.blogspot.com,Right,cdharris.net,Right
acertainslantoflight.blogspot.com,Right,michaeltotten.com,Right
acertainslantoflight.blogspot.com,Right,nykola.com,Right
acertainslantoflight.blogspot.com,Right,redstate.org,Right
acertainslantoflight.blogspot.com,Right,rightwingnews.com,Right
acertainslantoflight.blogspot.com,Right,rogerlsimon.com,Right
acertainslantoflight.blogspot.com,Right,diplomadic.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,thespoonsexperience.com,Right
acertainslantoflight.blogspot.com,Right,timblair.net,Right
acertainslantoflight.blogspot.com,Right,vikingpundit.blogspot.com,Right
acertainslantoflight.blogspot.com,Right,windsofchange.net,Right
acertainslantoflight.blogspot.com,Right,americandigest.org,Right
acertainslantoflight.blogspot.com,Right,lashawnbarber.com,Right
acertainslantoflight.blogspot.com,Right,slantpoint.com,Right
acertainslantoflight.blogspot.com,Right,dailyhowler.com,Left
acertainslantoflight.blogspot.com,Right,andrewsullivan.com,Right
acertainslantoflight.blogspot.com,Right,dailykos.com,Left
acertainslantoflight.blogspot.com,Right,democraticunderground.com,Left
acertainslantoflight.blogspot.com,Right,atrios.blogspot.com,Left
acertainslantoflight.blogspot.com,Right,yglesias.typepad.com/matthew,Left
acertainslantoflight.blogspot.com,Right,smirkingchimp.com,Left
acertainslantoflight.blogspot.com,Right,prospect.org/weblog,Left
acertainslantoflight.blogspot.com,Right,mahablog.com,Left
prospect.org/weblog,Left,nationalreview.com/thecorner,Right
prospect.org/weblog,Left,juancole.com,Left
prospect.org/weblog,Left,thewashingtonnote.com,Left
prospect.org/weblog,Left,washingtonmonthly.com,Left
prospect.org/weblog,Left,pandagon.net,Left
prospect.org/weblog,Left,markschmitt.typepad.com/decembrist,Left
prospect.org/weblog,Left,newdonkey.com,Left
prospect.org/weblog,Left,blogforamerica.com,Left
prospect.org/weblog,Left,maxspeak.org/mt,Left
prospect.org/weblog,Left,yglesias.typepad.com/matthew,Left
prospect.org/weblog,Left,talkingpointsmemo.com,Left
prospect.org/weblog,Left,atrios.blogspot.com,Left
prospect.org/weblog,Left,offthekuff.com/mt,Left
prospect.org/weblog,Left,crookedtimber.org,Left
prospect.org/weblog,Left,dailykos.com,Left
prospect.org/weblog,Left,davidsirota.com,Left
prospect.org/weblog,Left,digbysblog.blogspot.com,Left
prospect.org/weblog,Left,instapundit.com,Right
prospect.org/weblog,Left,counterspin.blogspot.com,Left
prospect.org/weblog,Left,jameswolcott.com,Left
prospect.org/weblog,Left,bodyandsoul.typepad.com,Left
prospect.org/weblog,Left,dir.salon.com/topics/joe_conason/index.html,Left
prospect.org/weblog,Left,warandpiece.com,Left
prospect.org/weblog,Left,markarkleiman.com,Left
prospect.org/weblog,Left,discourse.net,Left
prospect.org/weblog,Left,nathannewman.org/log,Left
prospect.org/weblog,Left,nielsenhayden.com/electrolite,Left
prospect.org/weblog,Left,emergingdemocraticmajorityweblog.com/donkeyrising,Left
prospect.org/weblog,Left,talkleft.com,Left
prospect.org/weblog,Left,politicalwire.com,Left
prospect.org/weblog,Left,volokh.com,Right
prospect.org/weblog,Left,thismodernworld.com,Left
realclearpolitics.com,Right,nationalreview.com/frum/frum-diary.asp,Left
realclearpolitics.com,Right,hughhewitt.com,Right
realclearpolitics.com,Right,michellemalkin.com,Right
realclearpolitics.com,Right,nationalreview.com/thecorner,Right
realclearpolitics.com,Right,powerlineblog.com,Right
digbysblog.blogspot.com,Left,americanpolitics.com,Left
digbysblog.blogspot.com,Left,smirkingchimp.com,Left
digbysblog.blogspot.com,Left,dailyhowler.com,Left
digbysblog.blogspot.com,Left,scoobiedavis.blogspot.com,Left
digbysblog.blogspot.com,Left,newleftblogs.blogspot.com,Left
digbysblog.blogspot.com,Left,takebackthemedia.com,Left
digbysblog.blogspot.com,Left,reachm.com/amstreet,Left
digbysblog.blogspot.com,Left,atrios.blogspot.com,Left
digbysblog.blogspot.com,Left,yglesias.typepad.com/matthew,Left
digbysblog.blogspot.com,Left,washingtonmonthly.com,Left
digbysblog.blogspot.com,Left,livejournal.com/users/jmhm,Left
digbysblog.blogspot.com,Left,talkleft.com,Left
digbysblog.blogspot.com,Left,emergingdemocraticmajorityweblog.com/donkeyrising,Left
digbysblog.blogspot.com,Left,suburbanguerrilla.blogspot.com,Left
digbysblog.blogspot.com,Left,tristero.blogspot.com,Left
digbysblog.blogspot.com,Left,corrente.blogspot.com,Left
digbysblog.blogspot.com,Left,pacificviews.org,Left
digbysblog.blogspot.com,Left,the-hamster.com,Left
digbysblog.blogspot.com,Left,talkingpointsmemo.com,Left
digbysblog.blogspot.com,Left,pandagon.net,Left
digbysblog.blogspot.com,Left,tbogg.blogspot.com,Left
digbysblog.blogspot.com,Left,stevegilliard.blogspot.com,Left
digbysblog.blogspot.com,Left,billmon.org,Left
digbysblog.blogspot.com,Left,theleftcoaster.com,Left
digbysblog.blogspot.com,Left,angrybear.blogspot.com,Left
digbysblog.blogspot.com,Left,thepoorman.net,Left
digbysblog.blogspot.com,Left,thismodernworld.com,Left
digbysblog.blogspot.com,Left,seetheforest.blogspot.com,Left
digbysblog.blogspot.com,Left,j-bradford-delong.net/movable_type,Left
digbysblog.blogspot.com,Left,rittenhouse.blogspot.com,Left
digbysblog.blogspot.com,Left,liberaloasis.com,Left
digbysblog.blogspot.com,Left,bartcop.com,Left
digbysblog.blogspot.com,Left,madkane.com/notable.html,Left
digbysblog.blogspot.com,Left,aintnobaddude.com,Left
digbysblog.blogspot.com,Left,markarkleiman.com,Left
digbysblog.blogspot.com,Left,nathannewman.org/log,Left
digbysblog.blogspot.com,Left,amptoons.com/blog,Left
digbysblog.blogspot.com,Left,counterspin.blogspot.com,Left
digbysblog.blogspot.com,Left,dailykos.com,Left
digbysblog.blogspot.com,Left,mydd.com,Left
digbysblog.blogspot.com,Left,nielsenhayden.com/electrolite,Left
digbysblog.blogspot.com,Left,rogerailes.blogspot.com,Left
digbysblog.blogspot.com,Left,leanleft.com,Left
digbysblog.blogspot.com,Left,oliverwillis.com,Left
